,gameID,event_date,loc,result,FLA_goals,FLA_pim,FLA_shots,FLA_powerPlayPercentage,FLA_powerPlayGoals,FLA_powerPlayOpportunities,FLA_faceOffWinPercentage,FLA_blocked,FLA_takeaways,FLA_giveaways,FLA_hits,OPP_goals,OPP_pim,OPP_shots,OPP_powerPlayPercentage,OPP_powerPlayGoals,OPP_powerPlayOpportunities,OPP_faceOffWinPercentage,OPP_blocked,OPP_takeaways,OPP_giveaways,OPP_hits
234,2013020333,2013-11-22T02:30:00Z,away,L,1,15,25,0,0,5,46.2,8,2,5,16,4,15,35,40,2,5,53.8,16,9,14,21
235,2013020338,2013-11-23T02:00:00Z,away,OTL,3,9,26,0,0,4,58.6,10,3,18,22,3,13,24,50,1,2,41.4,26,10,21,25
236,2013020359,2013-11-26T00:30:00Z,home,W,3,23,31,50,1,2,50.8,17,8,2,21,1,9,39,25,1,4,49.2,11,6,3,25
237,2013020372,2013-11-28T00:30:00Z,home,L,2,6,33,0,0,2,60.7,8,9,7,24,5,4,22,66.7,2,3,39.3,12,6,4,22
238,2013020395,2013-12-01T00:00:00Z,home,L,1,2,40,25,1,4,45.9,13,5,5,42,5,8,22,100,1,1,54.1,17,5,2,26
239,2013020414,2013-12-04T00:30:00Z,home,L,2,16,32,66.7,2,3,38,16,5,2,17,4,8,45,14.3,1,7,62,11,7,3,26
240,2013020427,2013-12-06T00:30:00Z,home,W,5,2,26,0,0,2,50.8,11,8,5,19,2,4,31,0,0,1,49.2,15,6,1,46
241,2013020441,2013-12-08T00:00:00Z,away,W,2,6,37,0,0,2,39.6,7,5,4,16,1,4,23,0,0,3,60.4,12,10,17,18
242,2013020452,2013-12-09T00:00:00Z,away,L,2,15,35,0,0,5,47.8,9,4,3,23,6,17,32,75,3,4,52.2,23,8,6,9
243,2013020462,2013-12-11T00:30:00Z,home,W,2,8,27,0,0,3,51.6,18,9,3,28,2,6,26,25,1,4,48.4,13,2,4,17
244,2013020485,2013-12-14T00:30:00Z,home,W,2,17,41,0,0,2,49.1,11,7,3,20,2,21,25,33.3,1,3,50.9,11,3,3,24
245,2013020501,2013-12-15T23:00:00Z,away,W,2,8,25,0,0,2,49.2,22,1,10,19,1,4,18,25,1,4,50.8,19,1,9,26
246,2013020511,2013-12-18T00:00:00Z,away,W,3,4,23,0,0,2,59.6,17,8,19,29,1,4,29,0,0,2,40.4,12,7,17,41
247,2013020527,2013-12-20T00:30:00Z,away,W,4,8,35,33.3,1,3,45.1,10,12,11,28,2,8,34,33.3,1,3,54.9,17,7,13,33
248,2013020538,2013-12-21T01:00:00Z,away,L,2,19,23,0,0,4,40.6,8,6,9,23,5,19,32,50,2,4,59.4,14,5,14,31
249,2013020559,2013-12-24T00:30:00Z,home,L,1,8,29,33.3,1,3,54.2,12,10,6,26,6,6,36,25,1,4,45.8,5,7,5,18
250,2013020579,2013-12-29T00:00:00Z,home,L,3,10,33,16.7,1,6,51.5,12,6,6,37,4,12,31,40,2,5,48.5,22,5,1,18
251,2013020586,2013-12-29T22:00:00Z,home,W,4,8,25,0,0,3,40,9,3,7,31,1,8,22,0,0,3,60,14,5,6,32
252,2013020600,2013-12-31T22:00:00Z,home,OTL,1,6,22,0,0,4,50.9,13,11,2,22,1,8,31,0,0,3,49.1,9,3,4,26
253,2013020631,2014-01-05T00:00:00Z,home,W,4,4,29,0,0,2,43.6,5,10,3,26,4,4,42,0,0,2,56.4,8,11,2,36
254,2013020645,2014-01-07T00:30:00Z,away,L,1,6,27,0,0,2,59.4,12,2,10,17,2,6,35,0,0,2,40.6,26,6,12,20
255,2013020660,2014-01-10T00:00:00Z,away,W,1,4,35,0,0,4,53.8,10,4,8,23,1,8,24,0,0,2,46.2,14,7,3,25
256,2013020677,2014-01-12T00:00:00Z,away,OTL,1,4,30,0,0,2,38.9,9,3,1,11,2,4,36,0,0,2,61.1,8,1,5,15
257,2013020701,2014-01-15T00:30:00Z,home,W,4,6,26,0,0,5,50,13,9,6,18,2,10,33,0,0,3,50,11,4,4,37
258,2013020714,2014-01-17T00:30:00Z,home,L,0,8,24,0,0,3,55.1,6,7,5,40,3,6,39,0,0,4,44.9,14,5,3,19
259,2013020730,2014-01-19T00:00:00Z,away,L,2,4,39,0,0,5,40.5,19,5,11,11,3,10,39,0,0,2,59.5,12,17,13,23
260,2013020741,2014-01-21T00:00:00Z,away,W,5,12,28,0,0,3,48.4,12,3,5,15,1,12,36,0,0,3,51.6,14,1,8,28
261,2013020746,2014-01-22T00:00:00Z,away,W,4,14,22,0,0,1,52.6,10,4,4,20,3,4,35,28.6,2,7,47.4,15,2,5,20
262,2013020772,2014-01-25T00:30:00Z,home,L,2,4,36,0,0,2,55.8,5,7,3,17,3,4,25,0,0,2,44.2,9,6,4,24
263,2013020785,2014-01-26T22:00:00Z,away,W,4,8,37,0,0,4,47.1,16,6,9,11,4,8,30,25,1,4,52.9,5,10,10,26
264,2013020795,2014-01-29T00:00:00Z,away,L,2,10,30,50,1,2,47.2,12,7,8,20,6,4,41,20,1,5,52.8,9,5,11,16
265,2013020810,2014-01-31T00:00:00Z,away,L,3,8,38,0,0,5,42.9,10,9,9,26,6,12,32,66.7,2,3,57.1,13,13,13,41
266,2013020829,2014-02-02T00:00:00Z,away,L,1,4,36,0,0,3,44.6,10,3,2,20,4,8,30,0,0,1,55.4,16,4,0,27
267,2013020848,2014-02-05T00:30:00Z,home,W,4,5,48,50,1,2,49.2,14,11,3,20,1,9,21,0,0,0,50.8,11,7,1,37
268,2013020863,2014-02-07T00:30:00Z,home,L,1,14,24,0,0,3,45.3,9,11,2,27,3,6,33,14.3,1,7,54.7,8,6,1,17
269,2013020869,2014-02-08T00:00:00Z,away,L,1,11,35,0,0,4,42.9,14,11,11,30,5,13,32,33.3,1,3,57.1,24,14,12,23
270,2013020892,2014-02-28T00:30:00Z,home,L,4,4,34,16.7,1,6,45.9,6,9,2,40,5,12,32,100,2,2,54.1,14,0,1,26
271,2013020905,2014-03-01T19:00:00Z,away,L,3,13,20,0,0,4,46.5,9,3,5,26,6,13,37,75,3,4,53.5,17,5,5,37
272,2013020914,2014-03-02T20:00:00Z,away,W,5,29,34,25,1,4,59.4,14,5,9,14,3,25,38,16.7,1,6,40.6,12,6,10,15
273,2013020924,2014-03-05T00:00:00Z,away,L,1,14,24,0,0,3,44.6,12,4,6,23,4,16,39,0,0,2,55.4,13,6,8,22
274,2013020950,2014-03-08T00:30:00Z,home,W,2,4,44,25,2,8,54.7,13,3,3,17,0,27,25,0,0,2,45.3,12,3,0,28
275,2013020963,2014-03-09T21:00:00Z,home,L,2,8,22,0,0,4,48.6,15,7,1,26,5,8,42,50,2,4,51.4,16,6,2,18
276,2013020980,2014-03-11T23:30:00Z,home,L,1,6,32,20,1,5,54.7,5,2,2,33,3,10,26,33.3,1,3,45.3,11,8,2,20
277,2013020992,2014-03-13T23:30:00Z,away,L,4,8,27,50,1,2,41.3,14,7,2,14,5,4,28,25,1,4,58.7,8,6,13,18
278,2013020999,2014-03-14T23:30:00Z,home,W,5,4,22,0,0,3,49.2,20,10,2,35,3,18,31,100,1,1,50.8,7,4,4,23
279,2013021013,2014-03-16T19:00:00Z,home,OTL,3,15,29,50,2,4,51.5,11,9,1,38,3,13,32,20,1,5,48.5,14,5,4,29
280,2013021037,2014-03-19T02:30:00Z,away,W,3,12,24,0,0,2,42.5,24,8,14,21,2,4,54,16.7,1,6,57.5,9,14,20,7
281,2013021048,2014-03-21T02:00:00Z,away,L,1,7,23,0,0,3,30.6,14,6,8,36,2,11,22,100,1,1,69.4,12,9,5,43
282,2013021059,2014-03-22T20:00:00Z,away,L,0,6,24,0,0,2,39.3,13,4,14,19,4,4,29,33.3,1,3,60.7,7,6,11,34
283,2013021072,2014-03-24T00:00:00Z,away,L,2,6,30,0,0,1,43.5,9,1,5,24,6,2,40,33.3,1,3,56.5,9,4,13,15
284,2013021084,2014-03-25T23:30:00Z,home,W,2,9,41,0,0,2,41,9,8,1,20,2,9,39,50,1,2,59,10,3,2,33
285,2013021097,2014-03-27T23:30:00Z,home,L,0,4,35,0,0,3,49.1,10,4,5,17,3,19,32,0,0,1,50.9,7,2,0,19
286,2013021112,2014-03-29T23:00:00Z,home,L,1,17,37,0,0,4,52.9,5,4,4,29,4,15,19,0,0,5,47.1,12,3,3,21
287,2013021126,2014-03-31T23:30:00Z,away,L,3,8,22,0,0,5,52.7,5,6,10,28,6,10,32,25,1,4,47.3,14,9,6,14
288,2013021131,2014-04-01T23:00:00Z,away,L,2,30,22,33.3,1,3,50,20,10,11,17,4,18,40,25,1,4,50,19,7,15,31
289,2013021156,2014-04-04T23:30:00Z,home,L,1,8,35,50,1,2,49,10,6,2,23,2,4,17,0,0,4,51,20,3,1,11
290,2013021171,2014-04-06T21:00:00Z,home,W,3,12,24,0,0,1,55.2,9,9,3,31,2,2,37,16.7,1,6,44.8,13,4,2,13
291,2013021185,2014-04-08T23:30:00Z,home,L,2,6,40,0,0,1,51.5,11,7,8,27,5,2,27,0,0,3,48.5,12,5,4,22
292,2013021199,2014-04-10T23:30:00Z,home,W,4,11,37,0,0,3,56.2,7,6,8,19,2,23,29,0,0,2,43.8,11,1,3,31
293,2013021216,2014-04-12T23:00:00Z,home,L,2,23,35,0,0,4,51.9,11,6,4,19,3,8,38,40,2,5,48.1,8,8,2,31
294,2014020010,2014-10-09T23:30:00Z,away,OTL,2,20,21,0,0,2,46.3,13,10,5,21,3,10,32,42.9,3,7,53.7,10,9,8,28
295,2014020022,2014-10-11T23:00:00Z,home,L,1,17,29,12.5,1,8,51.9,5,4,3,27,5,23,24,40,2,5,48.1,10,0,3,25
296,2014020037,2014-10-13T23:30:00Z,home,L,0,12,30,0,0,3,47.1,9,8,6,42,1,8,23,20,1,5,52.9,13,11,4,35
297,2014020056,2014-10-17T23:00:00Z,away,W,1,12,35,0,0,5,52.6,10,7,10,19,0,12,26,0,0,5,47.4,17,6,9,27
298,2014020069,2014-10-18T23:00:00Z,away,OTL,1,4,21,20,1,5,34.9,17,6,10,30,1,10,28,0,0,2,65.1,14,4,12,31
299,2014020087,2014-10-22T01:00:00Z,away,W,4,15,36,50,1,2,50,9,11,2,14,3,9,33,40,2,5,50,11,9,6,28
300,2014020115,2014-10-26T01:00:00Z,away,OTL,1,16,24,0,0,2,46,21,6,5,26,2,4,41,25,2,8,54,9,5,5,31
301,2014020143,2014-10-30T23:30:00Z,home,W,2,17,26,33.3,1,3,45,8,6,2,23,1,15,33,25,1,4,55,16,3,1,31
302,2014020156,2014-11-01T23:00:00Z,home,W,2,14,30,25,1,4,55.2,12,3,0,26,1,10,37,0,0,6,44.8,3,1,3,16
303,2014020172,2014-11-05T00:00:00Z,away,OTL,1,0,19,0,0,1,38.5,12,8,7,27,2,2,25,0,0,0,61.5,12,11,9,21
304,2014020188,2014-11-07T00:00:00Z,away,L,1,8,35,25,1,4,52,14,4,4,35,4,12,30,0,0,2,48,18,3,6,35
305,2014020202,2014-11-08T20:00:00Z,home,L,4,6,31,0,0,3,63.3,7,4,3,30,6,6,25,33.3,1,3,36.7,15,2,2,22
306,2014020225,2014-11-12T00:30:00Z,home,W,4,4,30,0,0,2,49.1,17,4,4,30,1,4,26,0,0,2,50.9,6,6,1,33
307,2014020246,2014-11-15T00:30:00Z,home,OTL,3,6,38,16.7,1,6,60,23,4,6,26,3,12,34,0,0,3,40,17,3,2,32
308,2014020264,2014-11-17T01:00:00Z,away,W,6,4,29,100,1,1,41.7,21,6,9,18,2,2,35,0,0,2,58.3,7,5,15,21
309,2014020277,2014-11-19T03:30:00Z,away,L,2,14,32,25,1,4,52.2,11,4,7,20,5,10,27,50,3,6,47.8,12,5,23,32
310,2014020290,2014-11-21T03:30:00Z,away,W,2,6,28,20,1,5,41.9,26,7,13,20,2,10,30,33.3,1,3,58.1,20,9,19,27
311,2014020302,2014-11-23T01:00:00Z,away,OTL,2,8,30,0,0,2,42.6,11,13,6,14,2,4,50,0,0,4,57.4,10,10,8,9
312,2014020315,2014-11-25T00:30:00Z,home,L,1,8,30,0,0,3,60.7,8,6,4,35,4,8,39,0,0,3,39.3,10,4,2,25
313,2014020327,2014-11-27T00:30:00Z,home,W,1,6,28,0,0,1,57.6,10,5,6,30,0,2,33,0,0,3,42.4,14,2,3,29
314,2014020341,2014-11-29T00:30:00Z,home,W,3,11,46,0,0,2,54.7,9,5,4,38,2,11,24,0,0,2,45.3,15,4,5,37
315,2014020358,2014-12-02T00:00:00Z,away,L,1,4,25,33.3,1,3,44.6,6,6,5,25,2,6,23,0,0,2,55.4,20,7,4,39
316,2014020368,2014-12-03T00:30:00Z,away,W,4,8,31,0,0,1,42.9,14,3,4,21,3,2,41,25,1,4,57.1,8,3,12,13
317,2014020382,2014-12-05T00:30:00Z,home,OTL,3,9,55,20,1,5,62.7,8,7,5,29,3,17,20,0,0,1,37.3,27,6,2,40
318,2014020395,2014-12-07T00:00:00Z,home,W,3,9,37,0,0,1,48.1,8,1,2,44,2,7,28,0,0,2,51.9,13,4,5,40
319,2014020408,2014-12-09T01:00:00Z,away,L,2,8,34,0,0,3,47.5,10,6,5,32,4,6,28,0,0,4,52.5,9,8,10,13
320,2014020433,2014-12-13T00:30:00Z,away,W,2,8,26,0,0,5,33.9,13,2,2,11,2,10,31,50,2,4,66.1,6,5,7,20
321,2014020437,2014-12-14T00:00:00Z,away,OTL,3,4,28,0,0,1,47.1,10,5,3,16,4,2,32,0,0,2,52.9,13,0,9,14
322,2014020457,2014-12-17T00:30:00Z,home,W,1,4,29,0,0,2,53.8,15,4,8,50,1,4,24,50,1,2,46.2,9,2,5,48
323,2014020467,2014-12-19T00:00:00Z,away,W,1,4,32,0,0,2,49.3,15,3,2,23,1,6,26,0,0,1,50.7,18,6,3,23
324,2014020485,2014-12-21T00:00:00Z,away,L,1,32,46,16.7,1,6,48.1,10,2,2,24,3,44,34,0,0,6,51.9,19,4,6,31
325,2014020499,2014-12-23T00:30:00Z,home,W,3,8,37,0,0,3,43.7,13,8,3,46,3,6,27,25,1,4,56.3,13,5,3,42
326,2014020527,2014-12-28T22:00:00Z,home,W,6,8,34,33.3,1,3,67.2,10,6,1,26,4,6,22,25,1,4,32.8,5,1,4,33
327,2014020541,2014-12-31T00:30:00Z,home,OTL,1,4,37,0,0,3,55.7,9,8,3,32,1,6,34,0,0,2,44.3,15,4,3,21
328,2014020551,2014-12-31T23:00:00Z,home,L,2,6,20,33.3,1,3,56.4,7,7,6,30,5,8,34,50,1,2,43.6,16,3,1,25
329,2014020558,2015-01-03T00:00:00Z,away,W,2,2,33,100,1,1,43.1,13,3,4,22,0,2,30,0,0,1,56.9,9,4,6,31
330,2014020577,2015-01-04T20:00:00Z,away,L,3,6,32,0,0,5,40.3,19,8,10,23,4,12,26,50,1,2,59.7,16,8,10,29
331,2014020606,2015-01-09T03:00:00Z,away,W,3,18,31,0,0,2,54,14,7,12,14,1,10,33,0,0,6,46,9,3,9,10
332,2014020611,2015-01-10T02:00:00Z,away,W,6,14,35,0,0,1,47.9,20,10,12,15,5,6,30,20,1,5,52.1,15,9,26,25
333,2014020624,2015-01-12T00:00:00Z,away,W,4,9,27,0,0,2,43.6,12,7,13,17,2,9,33,0,0,2,56.4,6,15,16,24
334,2014020637,2015-01-14T01:00:00Z,away,L,2,6,27,0,0,3,38,15,4,14,17,8,6,35,66.7,2,3,62,10,9,15,26
335,2014020649,2015-01-16T00:30:00Z,home,L,2,10,32,33.3,1,3,50,6,3,4,25,4,6,29,20,1,5,50,17,1,1,36
336,2014020666,2015-01-18T00:00:00Z,home,OTL,2,8,37,0,0,3,49.2,11,9,2,32,2,6,34,0,0,4,50.8,10,2,4,29
337,2014020678,2015-01-20T00:30:00Z,home,L,1,10,24,0,0,4,61.9,10,4,5,30,2,12,23,0,0,3,38.1,11,2,4,18
338,2014020703,2015-01-28T00:30:00Z,home,L,4,2,41,60,3,5,43.4,12,5,3,28,5,10,27,0,0,1,56.6,11,2,6,16
339,2014020717,2015-01-30T00:30:00Z,home,W,3,16,31,0,0,3,52.2,7,3,3,31,2,8,33,0,0,2,47.8,8,4,5,33
340,2014020731,2015-02-01T00:00:00Z,away,L,1,8,27,0,0,2,40,10,6,5,26,3,6,14,33.3,1,3,60,14,4,6,23
341,2014020742,2015-02-03T00:00:00Z,away,L,3,8,36,50,1,2,52.5,9,3,4,23,6,6,38,33.3,1,3,47.5,16,6,8,18
342,2014020746,2015-02-04T00:00:00Z,away,W,4,6,30,50,1,2,45,20,14,12,23,2,4,34,33.3,1,3,55,16,18,17,35
343,2014020762,2015-02-06T00:30:00Z,home,W,3,4,20,0,0,1,34.4,14,6,5,35,2,2,31,50,1,2,65.6,5,1,2,47
344,2014020785,2015-02-08T20:00:00Z,home,OTL,2,8,36,0,0,3,50.8,10,4,3,27,2,6,25,50,2,4,49.2,20,3,0,33
345,2014020802,2015-02-11T00:30:00Z,home,W,6,11,26,37.5,3,8,38.1,17,6,5,22,2,31,33,33.3,1,3,61.9,5,3,4,39
346,2014020815,2015-02-13T01:00:00Z,away,L,1,6,27,0,0,5,48.6,7,3,4,19,2,10,23,50,1,2,51.4,19,9,11,15
347,2014020820,2015-02-14T01:30:00Z,away,L,0,23,37,0,0,2,50,11,6,8,20,2,8,28,0,0,3,50,14,10,8,13
348,2014020834,2015-02-15T22:00:00Z,home,OTL,1,9,41,0,0,2,51.5,9,4,8,31,1,13,33,0,0,0,48.5,12,6,1,23
349,2014020850,2015-02-18T00:30:00Z,away,W,3,9,17,40,2,5,55.1,12,7,14,39,2,15,29,100,2,2,44.9,12,4,18,39
350,2014020864,2015-02-20T00:30:00Z,away,W,2,7,21,0,0,1,38.5,11,7,10,42,2,7,39,0,0,1,61.5,13,7,11,31
351,2014020877,2015-02-22T00:00:00Z,away,L,1,13,22,0,0,2,54,8,8,7,30,4,9,39,0,0,4,46,5,15,7,37
352,2014020888,2015-02-22T23:00:00Z,away,L,1,6,35,0,0,3,46.3,17,4,2,22,5,6,26,33.3,1,3,53.7,12,7,7,25
353,2014020903,2015-02-25T01:30:00Z,away,OTL,2,10,36,0,0,3,60.3,16,4,1,34,2,10,38,33.3,1,3,39.7,14,8,4,18
354,2014020912,2015-02-27T00:30:00Z,home,L,0,10,20,0,0,1,36.4,14,3,0,50,3,4,29,0,0,4,63.6,15,5,3,23
355,2014020923,2015-02-28T20:00:00Z,home,W,5,8,47,33.3,2,6,52.4,9,1,3,26,3,14,14,0,0,3,47.6,17,2,1,28
356,2014020934,2015-03-01T22:00:00Z,home,W,4,10,26,20,1,5,51.7,6,5,5,31,3,14,23,0,0,2,48.3,15,5,6,30
357,2014020946,2015-03-04T00:30:00Z,home,L,2,4,42,33.3,1,3,55.1,11,5,4,23,3,6,34,50,1,2,44.9,9,6,1,32
358,2014020960,2015-03-06T00:30:00Z,home,OTL,3,9,24,0,0,2,41.4,20,12,5,36,3,9,32,0,0,2,58.6,7,6,5,41
359,2014020973,2015-03-08T00:00:00Z,home,W,3,10,18,0,0,1,48.4,15,16,8,42,3,6,28,33.3,1,3,51.6,12,9,1,40
360,2014021007,2015-03-12T23:30:00Z,home,W,4,4,20,33.3,1,3,53.8,12,6,6,32,2,6,20,0,0,2,46.2,6,2,2,32
361,2014021024,2015-03-14T23:00:00Z,away,W,2,8,22,33.3,1,3,42,15,10,16,29,0,10,27,0,0,2,58,14,11,20,26
362,2014021030,2015-03-15T21:00:00Z,away,L,1,4,39,0,0,3,58.1,8,12,9,17,2,6,34,0,0,2,41.9,36,10,9,21
363,2014021044,2015-03-17T23:30:00Z,home,L,2,10,43,0,0,4,57.1,5,7,1,35,3,10,25,0,0,3,42.9,15,3,3,22
364,2014021056,2015-03-19T23:30:00Z,home,W,3,4,32,0,0,3,49.2,7,6,4,34,1,6,27,0,0,2,50.8,4,3,5,21
365,2014021071,2015-03-21T23:00:00Z,home,W,1,6,25,0,0,3,36.9,9,10,4,49,1,6,27,33.3,1,3,63.1,11,1,0,33
366,2014021095,2015-03-24T23:30:00Z,away,L,3,0,36,0,0,2,43.4,10,4,8,24,4,4,25,0,0,0,56.6,12,9,8,19
367,2014021106,2015-03-26T23:30:00Z,away,W,4,10,28,0,0,1,34.4,13,8,10,21,1,16,25,0,0,3,65.6,13,10,8,37
368,2014021122,2015-03-28T23:00:00Z,away,OTL,2,10,23,100,1,1,51.5,21,2,9,38,3,4,25,50,2,4,48.5,20,3,18,25
369,2014021129,2015-03-29T21:00:00Z,away,W,4,14,37,40,2,5,50,27,9,9,26,2,14,27,20,1,5,50,15,12,11,38
370,2014021142,2015-03-31T23:00:00Z,away,L,2,8,24,33.3,1,3,37.3,16,8,5,32,3,6,29,0,0,4,62.7,13,2,8,23
371,2014021157,2015-04-02T23:30:00Z,home,W,6,4,35,0,0,1,48.4,9,7,4,22,1,2,32,50,1,2,51.6,11,3,5,24
372,2014021172,2015-04-04T23:00:00Z,home,L,0,2,34,0,0,4,45.1,9,4,6,32,4,8,22,100,1,1,54.9,12,4,2,23
373,2014021181,2015-04-05T21:00:00Z,home,L,1,14,25,25,1,4,50.7,11,1,6,27,4,8,28,14.3,1,7,49.3,19,2,0,25
374,2014021207,2015-04-09T23:30:00Z,home,W,4,17,30,33.3,1,3,50,13,4,8,24,2,17,36,33.3,1,3,50,16,6,4,29
375,2014021222,2015-04-11T23:00:00Z,home,W,3,14,27,33.3,1,3,57.4,10,3,5,11,2,29,33,0,0,1,42.6,17,3,2,26
376,2015020020,2015-10-10T23:00:00Z,home,W,7,17,30,42.9,3,7,51.4,10,4,2,31,1,23,39,25,1,4,48.6,10,5,1,38
377,2015020035,2015-10-12T23:00:00Z,away,L,0,12,31,0,0,6,50,14,3,3,22,1,18,33,0,0,3,50,17,7,14,31
378,2015020041,2015-10-13T23:00:00Z,away,W,4,8,30,0,0,3,55.8,18,11,6,23,1,6,23,0,0,4,44.2,6,10,18,16
379,2015020055,2015-10-15T23:30:00Z,home,W,3,12,29,40,2,5,57.4,9,4,4,31,2,10,26,16.7,1,6,42.6,5,4,1,29
380,2015020068,2015-10-17T23:00:00Z,home,L,2,6,26,0,0,1,49.1,13,2,5,36,4,4,37,50,1,2,50.9,10,1,6,23
381,2015020083,2015-10-20T23:00:00Z,away,OTL,2,6,33,0,0,2,45.9,14,0,6,31,3,4,35,66.7,2,3,54.1,11,5,8,31
382,2015020097,2015-10-23T00:30:00Z,away,L,2,16,19,25,1,4,50.6,15,5,8,30,3,8,27,25,2,8,49.4,8,4,7,15
383,2015020113,2015-10-25T00:00:00Z,away,W,6,15,30,0,0,2,50,22,7,9,19,2,11,35,25,1,4,50,14,6,20,24
384,2015020128,2015-10-27T23:30:00Z,home,W,4,10,28,100,3,3,48.4,13,8,6,25,1,6,32,0,0,5,51.6,9,4,1,30
385,2015020150,2015-10-30T23:30:00Z,home,L,1,6,32,16.7,1,6,46,6,6,5,34,3,25,30,66.7,2,3,54,17,8,2,41
386,2015020160,2015-10-31T23:00:00Z,home,OTL,1,4,27,0,0,3,45.5,12,6,5,34,2,6,27,0,0,2,54.5,6,5,1,35
387,2015020184,2015-11-05T03:30:00Z,away,OTL,2,10,25,0,0,3,45.1,19,8,8,27,2,6,39,20,1,5,54.9,16,5,9,29
388,2015020193,2015-11-06T03:30:00Z,away,L,2,9,33,33.3,1,3,49.1,13,11,13,25,5,11,32,0,0,2,50.9,18,9,11,17
389,2015020201,2015-11-07T21:00:00Z,away,L,1,2,19,0,0,3,41.2,9,4,6,39,4,6,35,100,1,1,58.8,10,3,10,36
390,2015020222,2015-11-11T00:30:00Z,home,W,4,7,31,50,1,2,41.1,12,2,3,31,3,9,28,100,1,1,58.9,16,4,2,24
391,2015020236,2015-11-13T00:30:00Z,home,L,2,2,38,33.3,1,3,60.7,8,5,4,35,3,6,19,100,1,1,39.3,16,2,0,33
392,2015020251,2015-11-15T00:00:00Z,away,W,4,18,23,25,1,4,52.6,8,6,12,32,4,22,28,0,0,2,47.4,16,4,6,23
393,2015020265,2015-11-17T00:30:00Z,home,W,1,8,20,0,0,3,45.6,10,9,9,25,0,8,39,0,0,3,54.4,11,2,3,27
394,2015020285,2015-11-20T00:30:00Z,home,L,1,11,25,0,0,3,50,8,3,9,22,3,11,41,33.3,1,3,50,9,9,6,39
395,2015020296,2015-11-22T00:00:00Z,home,OTL,4,6,43,33.3,2,6,57,8,4,11,22,5,14,31,50,1,2,43,12,6,3,28
396,2015020313,2015-11-24T00:30:00Z,home,L,1,8,34,20,1,5,55.7,9,4,5,29,3,10,32,0,0,4,44.3,7,7,2,37
397,2015020339,2015-11-28T00:30:00Z,home,W,2,6,27,0,0,1,48,13,4,3,24,2,6,25,0,0,1,52,8,0,3,34
398,2015020354,2015-11-29T19:00:00Z,away,W,2,14,32,0,0,5,53.8,10,2,5,17,1,16,29,0,0,4,46.2,15,2,9,21
399,2015020363,2015-12-02T01:00:00Z,away,W,3,6,23,0,0,1,40.3,16,6,3,19,1,2,30,0,0,3,59.7,8,7,10,13
400,2015020378,2015-12-04T01:00:00Z,away,W,2,6,16,100,1,1,40.7,21,8,7,24,1,4,33,0,0,2,59.3,6,10,9,14
401,2015020383,2015-12-05T00:00:00Z,away,W,1,8,32,0,0,2,37.5,14,4,3,15,1,4,23,0,0,4,62.5,14,8,10,34
402,2015020400,2015-12-07T00:00:00Z,away,L,2,10,36,0,0,2,70,6,8,7,23,4,10,18,0,0,2,30,11,5,6,28
403,2015020412,2015-12-09T00:30:00Z,home,L,2,20,27,0,0,4,46.3,8,5,4,29,4,8,23,40,2,5,53.7,12,7,4,30
404,2015020423,2015-12-11T00:30:00Z,home,W,4,14,26,16.7,1,6,54.1,16,5,4,14,1,25,21,0,0,5,45.9,10,5,2,31
405,2015020435,2015-12-12T18:00:00Z,away,L,1,8,27,0,0,1,43.9,13,4,18,25,3,8,25,100,1,1,56.1,11,4,7,25
406,2015020454,2015-12-16T00:00:00Z,away,W,5,10,17,0,0,3,52.4,10,4,8,19,1,8,34,0,0,4,47.6,7,5,12,23
407,2015020467,2015-12-18T00:00:00Z,away,W,5,6,26,33.3,1,3,47.4,5,5,1,15,1,6,16,33.3,1,3,52.6,2,0,5,20
408,2015020479,2015-12-19T00:00:00Z,away,W,2,4,18,0,0,3,60.3,15,11,3,12,0,6,24,0,0,2,39.7,10,17,10,17
409,2015020493,2015-12-20T21:00:00Z,home,W,4,4,42,50,2,4,51.9,4,5,1,28,4,8,34,0,0,2,48.1,9,3,1,31
410,2015020511,2015-12-23T00:30:00Z,home,W,1,4,40,0,0,5,48.4,4,8,3,31,1,10,16,50,1,2,51.6,14,1,4,34
411,2015020527,2015-12-27T23:00:00Z,home,W,3,15,32,0,0,6,60,7,10,9,33,2,19,17,25,1,4,40,17,5,3,34
412,2015020545,2015-12-30T00:30:00Z,home,W,3,13,30,20,1,5,40.6,2,5,3,32,1,17,30,33.3,1,3,59.4,6,3,6,28
413,2015020572,2016-01-03T00:00:00Z,home,W,3,17,20,25,1,4,33.3,16,7,5,21,0,15,40,0,0,5,66.7,3,6,4,38
414,2015020580,2016-01-03T23:00:00Z,home,W,2,8,29,0,0,5,37.7,7,2,5,33,1,10,40,0,0,4,62.3,8,5,2,26
415,2015020589,2016-01-06T00:00:00Z,away,W,5,12,27,0,0,1,48.4,12,3,7,8,1,4,32,20,1,5,51.6,9,2,7,13
416,2015020602,2016-01-08T00:30:00Z,away,W,3,8,16,0,0,4,35.2,25,12,10,30,2,8,32,0,0,4,64.8,14,8,12,30
417,2015020629,2016-01-11T02:30:00Z,away,W,2,31,14,0,0,0,57.8,23,8,11,37,1,15,25,0,0,3,42.2,12,9,16,29
418,2015020632,2016-01-12T03:00:00Z,away,OTL,2,8,28,0,0,1,60.6,12,2,3,20,3,2,30,25,1,4,39.4,9,6,10,18
