id,season,name,position,age,height,weight,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,ot,shutouts,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,ties
8473962,20152016,Teddy Purcell,LW,29,"6' 2""",195,1279:04:00,29,14,12,149,76,31,2,10,192:10:00,1045:46:00,12,33.33,9.4,2,1,0,1,41:08:00,15,-11,43,1696,16:49,13:45,0:32,2:31,,,,,,,,,,,,,,,,,,,,
8474000,20152016,Steven Kampfer,D,26,"5' 11""",198,709:26:00,4,0,26,54,47,70,0,1,9:52,659:26:00,26,50,0,0,0,0,0,40:08:00,70,5,4,887,15:05,14:01,0:51,0:12,,,,,,,,,,,,,,,,,,,,
8474698,20152016,Brent Regner,D,25,"5' 11""",189,81:05:00,0,0,4,7,7,4,0,0,0:19,78:30:00,4,0,0,0,0,0,0,2:16,7,-2,0,112,11:35,11:12,0:19,0:02,,,,,,,,,,,,,,,,,,,,
8475153,20152016,Dylan Olsen,D,24,"6' 2""",223,110:01:00,1,0,2,9,8,6,0,0,0:32,109:25:00,2,0,0,0,0,0,0,0:04,7,-1,1,141,13:45,13:40,0:00,0:04,,,,,,,,,,,,,,,,,,,,
8475179,20152016,Dmitry Kulikov,D,24,"6' 1""",201,1556:33:00,16,1,51,99,74,122,0,6,103:27:00,1277:43:00,51,0,1.01,1,0,0,0,175:23:00,121,8,17,1808,21:02,17:15,2:22,1:23,,,,,,,,,,,,,,,,,,,,
8475191,20152016,Reilly Smith,RW,23,"6' 1""",185,1526:06:00,25,25,31,173,82,85,5,11,210:40:00,1128:09:00,31,0,14.45,3,0,0,1,187:17:00,39,19,50,1957,18:36,13:45,2:17,2:34,,,,,,,,,,,,,,,,,,,,
8475204,20152016,Brandon Pirri,C,23,"6' 1""",180,885:30:00,15,14,30,128,61,66,3,10,131:28:00,752:03:00,30,46.15,10.94,3,0,0,0,1:59,14,-4,29,1108,14:30,12:19,0:01,2:09,,,,,,,,,,,,,,,,,,,,
8475253,20152016,Garrett Wilson,LW,23,"6' 3""",218,271:48:00,0,0,24,28,29,75,0,0,3:40,268:08:00,24,0,0,0,0,0,0,0:00,4,-3,0,371,9:22,9:14,0:00,0:07,,,,,,,,,,,,,,,,,,,,
8475260,20152016,Corban Knight,C,24,"6' 2""",195,192:38:00,5,2,4,11,20,18,0,0,2:06,189:27:00,4,50.94,18.18,0,0,0,0,1:05,2,3,7,264,9:37,9:28,0:03,0:06,,,,,,,,,,,,,,,,,,,,
8475735,20152016,Greg McKegg,C,22,"6' 0""",195,123:52:00,0,2,2,14,15,20,0,0,1:10,118:48:00,2,45.04,14.29,0,0,0,0,3:54,6,1,2,184,8:15,7:55,0:15,0:04,,,,,,,,,,,,,,,,,,,,
8475736,20152016,Connor Brickley,LW,22,"6' 0""",203,200:41:00,4,1,14,13,23,46,0,0,3:12,197:27:00,14,0,7.69,1,0,0,0,0:02,6,1,5,272,8:43,8:35,0:00,0:08,,,,,,,,,,,,,,,,,,,,
8475755,20152016,Alexander Petrovic,D,22,"6' 4""",220,1119:04:00,15,2,90,53,66,157,0,0,10:29,991:15:00,90,0,3.77,0,0,0,1,117:20:00,76,17,17,1400,16:57,15:01,1:46,0:09,,,,,,,,,,,,,,,,,,,,
8475756,20152016,John McFarland,LW,22,"6' 0""",211,29:44:00,0,0,0,2,3,5,0,0,0:47,28:57:00,0,0,0,0,0,0,0,0:00,3,-1,0,49,9:54,9:39,0:00,0:15,,,,,,,,,,,,,,,,,,,,
8475760,20152016,Nick Bjugstad,C,22,"6' 6""",209,1039:10:00,19,15,41,171,67,87,6,15,173:16:00,855:24:00,41,51.72,8.77,3,0,0,0,10:30,28,-8,34,1306,15:30,12:46,0:09,2:35,,,,,,,,,,,,,,,,,,,,
8475769,20152016,Quinton Howden,C,23,"6' 2""",189,601:35:00,5,6,18,54,58,116,0,0,6:25,588:36:00,18,50,11.11,0,0,0,0,6:34,10,-1,11,782,10:22,10:08,0:06,0:06,,,,,,,,,,,,,,,,,,,,
8475790,20152016,Erik Gudbranson,D,23,"6' 5""",222,1287:12:00,7,2,49,73,64,150,0,0,21:15,1058:50:00,49,0,2.74,0,0,0,0,207:07:00,73,3,9,1488,20:06,16:32,3:14,0:19,,,,,,,,,,,,,,,,,,,,
8476389,20152016,Vincent Trocheck,C,21,"5' 11""",184,1350:32:00,28,25,44,174,76,125,4,13,203:43:00,1086:34:00,44,49.45,14.37,4,0,1,1,60:15:00,41,15,53,1618,17:46,14:17,0:47,2:40,,,,,,,,,,,,,,,,,,,,
8476400,20152016,Logan Shaw,RW,22,"6' 3""",208,648:46:00,2,5,13,72,53,88,1,1,55:03:00,565:13:00,13,43.24,6.94,1,0,0,0,28:30:00,20,-7,7,887,12:14,10:39,0:32,1:02,,,,,,,,,,,,,,,,,,,,
8476415,20152016,Kyle Rau,C,22,"5' 9""",171,113:19:00,0,0,2,15,9,4,0,0,4:32,106:35:00,2,0,0,0,0,0,0,2:12,3,-1,0,158,12:35,11:50,0:14,0:30,,,,,,,,,,,,,,,,,,,,
8476428,20152016,Rocco Grimaldi,RW,21,"5' 6""",180,237:18:00,2,3,2,29,20,17,0,0,10:12,226:48:00,2,43.51,10.34,0,0,0,0,0:18,2,-4,5,303,11:51,11:20,0:00,0:30,,,,,,,,,,,,,,,,,,,,
8476456,20152016,Jonathan Huberdeau,C,21,"6' 1""",200,1378:55:00,39,20,43,174,76,53,4,13,204:58:00,1133:59:00,43,38.88,11.49,2,0,1,1,39:58:00,36,17,59,1639,18:08,14:55,0:31,2:41,,,,,,,,,,,,,,,,,,,,
8476875,20152016,Mike Matheson,D,20,"6' 2""",193,52:36:00,0,0,2,4,3,1,0,0,0:03,52:09:00,2,0,0,0,0,0,0,0:24,1,1,0,63,17:32,17:23,0:08,0:01,,,,,,,,,,,,,,,,,,,,
8477493,20152016,Aleksander Barkov,C,19,"6' 3""",215,1282:23:00,31,28,8,171,66,43,9,16,187:35:00,976:42:00,8,49.22,16.37,8,0,1,2,118:06:00,39,18,59,1517,19:25,14:47,1:47,2:50,,,,,,,,,,,,,,,,,,,,
8477932,20152016,Aaron Ekblad,D,18,"6' 4""",215,1690:49:00,21,15,41,182,78,87,3,9,221:15:00,1411:37:00,41,0,8.24,4,0,0,0,57:57:00,59,18,36,1878,21:40,18:05,0:44,2:50,,,,,,,,,,,,,,,,,,,,
8466141,20152016,Roberto Luongo,G,35,"6' 3""",215,3601:51:00,,,,,62,,,,,,,,,,,,,,,,,,58:05:00,,,,6,4,35,19,1660,263,40,1357,43,1449,309,0.92171,2.348793,60,1801,141,85.11326861,93.02325581,93.65079365,
8471219,20152016,Al Montoya,G,29,"6' 2""",200,1351:14:00,,,,,25,,,,,,,,,,,,,,,,,,54:02:00,,,,3,0,12,7,559,84,12,463,13,503,92,0.919408,2.17579,22,608,49,91.30434783,92.30769231,92.04771372,
8448208,20162017,Jaromir Jagr,RW,43,"6' 3""",230,1393:59:00,30,16,56,181,82,21,8,13,226:49:00,1165:54:00,56,50,8.84,2,0,0,0,1:16,4,2,46,1727,16:59,14:13,0:00,2:45,,,,,,,,,,,,,,,,,,,,
8465978,20162017,Shawn Thornton,LW,38,"6' 2""",217,384:29:00,2,2,67,42,50,52,0,0,7:38,376:40:00,67,33.33,4.76,0,0,0,0,0:11,8,-7,4,565,7:41,7:32,0:00,0:09,,,,,,,,,,,,,,,,,,,,
8468001,20162017,Derek MacKenzie,C,34,"5' 11""",177,1030:19:00,10,6,50,91,82,192,0,0,12:36,833:13:00,50,50,6.59,1,0,2,5,184:30:00,45,-7,16,1559,12:33,10:09,2:15,0:09,,,,,,,,,,,,,,,,,,,,
8469638,20162017,Jussi Jokinen,LW,32,"6' 0""",191,1201:20:00,17,11,39,118,69,28,4,10,170:07:00,937:26:00,39,52.08,9.32,2,0,1,1,93:47:00,33,-15,28,1598,17:24,13:35,1:21,2:27,,,,,,,,,,,,,,,,,,,,
8470598,20162017,Thomas Vanek,LW,32,"6' 2""",214,979:29:00,31,17,22,133,68,29,5,13,181:49:00,796:35:00,22,40,12.78,2,0,0,0,1:05,5,-5,48,1283,14:24,11:42,0:00,2:40,,,,,,,,,,,,,,,,,,,,
8471693,20162017,Jakub Kindl,D,28,"6' 3""",199,572:56:00,4,0,28,41,39,49,0,0,10:49,554:54:00,28,0,0,0,0,0,0,7:13,37,-11,4,749,14:41,14:13,0:11,0:16,,,,,,,,,,,,,,,,,,,,
8471735,20162017,Keith Yandle,D,29,"6' 1""",192,1807:16:00,36,5,39,178,82,28,2,18,252:58:00,1415:04:00,39,0,2.81,0,0,0,1,139:14:00,76,-6,41,2105,22:02,17:15,1:41,3:05,,,,,,,,,,,,,,,,,,,,
8474000,20162017,Steven Kampfer,D,27,"5' 11""",198,145:50:00,1,1,6,10,11,24,0,0,0:33,143:59:00,6,0,10,0,0,0,0,1:18,10,-2,2,215,13:15,13:05,0:07,0:03,,,,,,,,,,,,,,,,,,,,
8474098,20162017,Colton Sceviour,C,26,"6' 0""",190,1170:41:00,15,9,25,172,80,108,1,3,66:38:00,943:09:00,25,53.44,5.23,1,0,3,4,160:54:00,64,-16,24,1596,14:38,11:47,2:00,0:49,,,,,,,,,,,,,,,,,,,,
8474218,20162017,Jason Demers,D,27,"6' 1""",195,1588:29:00,19,9,53,98,81,106,0,5,131:08:00,1315:05:00,53,0,9.18,2,0,0,2,142:16:00,90,-14,28,2019,19:36,16:14,1:45,1:37,,,,,,,,,,,,,,,,,,,,
8475191,20162017,Reilly Smith,RW,24,"6' 1""",185,1468:16:00,22,15,17,160,80,75,6,11,193:04:00,1137:46:00,17,50,9.38,3,0,1,1,137:26:00,34,-13,37,1948,18:21,14:13,1:43,2:24,,,,,,,,,,,,,,,,,,,,
8475597,20162017,Shane Harper,RW,27,"5' 11""",193,144:12:00,1,2,18,13,14,19,0,0,0:17,143:43:00,18,0,15.38,0,0,0,0,0:12,0,-1,3,193,10:18,10:15,0:00,0:01,,,,,,,,,,,,,,,,,,,,
8475735,20162017,Greg McKegg,C,23,"6' 0""",195,455:31:00,4,3,22,36,46,48,0,0,7:28,426:49:00,22,50,8.33,0,0,0,0,21:14,16,-3,7,669,9:54,9:16,0:27,0:09,,,,,,,,,,,,,,,,,,,,
8475755,20162017,Alexander Petrovic,D,23,"6' 4""",220,889:21:00,13,1,79,55,49,106,0,0,5:26,819:30:00,79,0,1.82,0,0,0,0,64:25:00,55,-1,14,1055,18:09,16:43,1:18,0:06,,,,,,,,,,,,,,,,,,,,
8475760,20162017,Nick Bjugstad,C,23,"6' 6""",209,710:15:00,7,7,22,91,54,72,1,3,76:32:00,631:51:00,22,47.57,7.69,1,0,0,0,1:52,9,-19,14,984,13:09,11:42,0:02,1:25,,,,,,,,,,,,,,,,,,,,
8475795,20162017,Dylan McIlrath,D,23,"6' 5""",232,57:06:00,0,1,14,3,6,15,0,0,0:00,56:00:00,14,0,33.33,0,0,0,0,1:06,4,-2,1,76,9:31,9:20,0:11,0:00,,,,,,,,,,,,,,,,,,,,
8475796,20162017,Mark Pysyk,D,24,"6' 1""",205,1521:59:00,13,4,10,86,82,72,0,0,7:11,1282:22:00,10,0,4.65,0,0,0,0,232:26:00,99,0,17,1896,18:33,15:38,2:50,0:05,,,,,,,,,,,,,,,,,,,,
8475958,20162017,Michael Sgarbossa,C,23,"6' 0""",179,423:50:00,7,2,9,33,38,39,1,2,25:04:00,393:07:00,9,43.94,6.06,0,0,0,0,5:39,16,-5,9,626,11:09,10:20,0:08,0:39,,,,,,,,,,,,,,,,,,,,
8476200,20162017,Paul Thompson,RW,27,"6' 1""",201,165:54:00,3,0,22,19,21,48,0,0,0:11,165:33:00,22,0,0,0,0,0,0,0:10,16,-4,3,255,7:54,7:53,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8476389,20162017,Vincent Trocheck,C,22,"5' 11""",184,1707:53:00,31,23,43,230,82,164,2,12,224:07:00,1326:26:00,43,50.18,10,2,1,0,1,157:20:00,51,-13,54,2101,20:49,16:10,1:55,2:43,,,,,,,,,,,,,,,,,,,,
8476415,20162017,Kyle Rau,C,23,"5' 9""",171,230:24:00,1,2,4,21,24,24,0,0,5:05,225:19:00,4,66.66,9.52,0,0,0,0,0:00,3,-3,3,324,9:36,9:23,0:00,0:12,,,,,,,,,,,,,,,,,,,,
8476456,20162017,Jonathan Huberdeau,C,22,"6' 1""",200,555:30:00,16,10,13,86,31,18,3,7,78:45:00,473:52:00,13,44.44,11.63,2,1,0,0,2:53,7,-2,26,697,17:55,15:17,0:05,2:32,,,,,,,,,,,,,,,,,,,,
8476495,20162017,Seth Griffith,C,23,"5' 9""",190,305:37:00,5,0,8,21,24,30,0,1,32:07:00,273:29:00,8,25,0,0,0,0,0,0:01,5,6,5,421,12:44,11:23,0:00,1:20,,,,,,,,,,,,,,,,,,,,
8476539,20162017,Jonathan Marchessault,C,25,"5' 9""",183,1268:19:00,21,30,38,193,75,105,8,18,202:23:00,1062:23:00,38,45.18,15.54,6,1,0,0,3:33,17,-21,51,1567,16:54,14:09,0:02,2:41,,,,,,,,,,,,,,,,,,,,
8476875,20162017,Mike Matheson,D,21,"6' 2""",193,1705:17:00,10,7,36,179,81,69,0,1,41:05:00,1453:51:00,36,100,3.91,0,0,0,1,210:21:00,118,-5,17,1952,21:03,17:56,2:35,0:30,,,,,,,,,,,,,,,,,,,,
8477346,20162017,MacKenzie Weegar,D,22,"6' 0""",206,52:20:00,0,0,4,3,3,4,0,0,5:45,46:35:00,4,0,0,0,0,0,0,0:00,1,0,0,62,17:26,15:31,0:00,1:55,,,,,,,,,,,,,,,,,,,,
8477452,20162017,Ian McCoshen,D,20,"6' 3""",218,39:46:00,1,0,0,0,3,3,0,0,0:00,39:46:00,0,0,0,0,0,0,0,0:00,2,0,1,52,13:15,13:15,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8477493,20162017,Aleksander Barkov,C,20,"6' 3""",215,1183:30:00,31,21,10,142,61,39,3,14,177:29:00,927:57:00,10,46.53,14.79,5,2,0,0,78:04:00,30,13,52,1469,19:24,15:12,1:16,2:54,,,,,,,,,,,,,,,,,,,,
8477932,20162017,Aaron Ekblad,D,19,"6' 4""",215,1459:17:00,11,10,58,225,68,88,4,8,189:29:00,1214:38:00,58,0,4.44,2,1,1,1,55:10:00,62,-23,21,1618,21:27,17:51,0:48,2:47,,,,,,,,,,,,,,,,,,,,
8477955,20162017,Jared McCann,LW,19,"6' 1""",191,337:25:00,6,1,4,44,29,28,0,1,28:38:00,308:13:00,4,39.04,2.27,0,0,0,0,0:34,6,-1,7,465,11:38,10:37,0:01,0:59,,,,,,,,,,,,,,,,,,,,
8478843,20162017,Denis Malgin,C,19,"5' 9""",182,528:12:00,4,6,8,67,47,34,2,2,52:20:00,475:37:00,8,36.41,8.96,1,1,0,0,0:15,15,-5,10,720,11:14,10:07,0:00,1:06,,,,,,,,,,,,,,,,,,,,
8466141,20162017,Roberto Luongo,G,36,"6' 3""",215,2327:10:00,,,,,40,,,,,,,,,,,,,,,,,,58:10:00,,,,6,1,17,15,1113,157,35,921,37,1010,170,0.914544,2.682064,39,1217,104,92.35294118,94.59459459,91.18811881,
8473499,20162017,Reto Berra,G,29,"6' 4""",218,313:07:00,,,,,7,,,,,,,,,,,,,,,,,,44:43:00,,,,0,0,0,5,127,20,4,103,6,117,22,0.875862,3.449194,4,145,18,90.90909091,66.66666667,88.03418803,
8473503,20162017,James Reimer,G,27,"6' 3""",205,2324:35:00,,,,,43,,,,,,,,,,,,,,,,,,54:03:00,,,,5,3,18,16,1124,145,17,962,21,1035,166,0.919804,2.529486,39,1222,98,87.34939759,80.95238095,92.9468599,
8468001,20172018,Derek MacKenzie,C,35,"5' 11""",177,848:06:00,11,3,31,86,75,124,0,0,3:00,672:31:00,31,52.06,3.49,0,0,1,4,172:35:00,45,-9,14,1309,11:18,8:58,2:18,0:02,,,,,,,,,,,,,,,,,,,,
8468085,20172018,Radim Vrbata,RW,35,"6' 1""",194,542:01:00,9,5,16,88,42,15,2,4,55:12:00,486:45:00,16,33.33,5.68,0,0,0,0,0:04,16,-7,14,804,12:54,11:35,0:00,1:18,,,,,,,,,,,,,,,,,,,,
8471735,20172018,Keith Yandle,D,30,"6' 1""",192,2008:06:00,48,8,35,179,82,26,1,18,270:31:00,1554:16:00,35,0,4.47,1,0,0,2,183:19:00,101,7,56,2410,24:29:00,18:57,2:14,3:17,,,,,,,,,,,,,,,,,,,,
8473465,20172018,Jamie McGinn,LW,28,"6' 1""",205,1022:31:00,16,13,33,116,76,120,4,6,119:58:00,901:03:00,33,26.92,11.21,0,0,0,0,1:30,22,-5,29,1474,13:27,11:51,0:01,1:34,,,,,,,,,,,,,,,,,,,,
8474098,20172018,Colton Sceviour,C,27,"6' 0""",190,1021:24:00,13,11,24,141,76,84,0,0,4:26,838:36:00,24,48.73,7.8,2,0,1,3,178:22:00,69,6,24,1444,13:26,11:02,2:20,0:03,,,,,,,,,,,,,,,,,,,,
8474149,20172018,Evgenii Dadonov,RW,27,"5' 11""",189,1383:43:00,37,28,8,188,74,27,6,13,245:47:00,1137:42:00,8,0,14.89,6,0,0,0,0:14,33,10,65,1669,18:41,15:22,0:00,3:19,,,,,,,,,,,,,,,,,,,,
8474230,20172018,Micheal Haley,LW,30,"5' 11""",213,584:19:00,6,3,212,55,75,124,0,0,2:21,576:36:00,212,47.5,5.45,1,0,0,0,5:22,23,-13,9,895,7:47,7:41,0:04,0:01,,,,,,,,,,,,,,,,,,,,
8475736,20172018,Connor Brickley,LW,24,"6' 0""",203,523:12:00,8,4,19,62,44,82,0,0,4:20,480:20:00,19,18.75,6.45,2,0,0,0,38:32:00,28,-6,12,756,11:53,10:55,0:52,0:05,,,,,,,,,,,,,,,,,,,,
8475755,20172018,Alexander Petrovic,D,24,"6' 4""",220,982:00:00,11,2,98,60,67,142,0,0,1:36,952:41:00,98,0,3.33,1,0,0,0,27:43:00,74,-2,13,1278,14:39,14:13,0:24,0:01,,,,,,,,,,,,,,,,,,,,
8475760,20172018,Nick Bjugstad,C,24,"6' 6""",209,1239:49:00,30,19,41,230,82,95,1,7,124:48:00,1114:01:00,41,51,8.26,1,0,0,0,1:00,19,5,49,1693,15:07,13:35,0:00,1:31,,,,,,,,,,,,,,,,,,,,
8475796,20172018,Mark Pysyk,D,25,"6' 1""",205,1538:25:00,13,3,20,106,82,102,0,0,7:34,1361:23:00,20,0,2.83,0,0,0,0,169:28:00,123,-8,16,2118,18:45,16:36,2:04,0:05,,,,,,,,,,,,,,,,,,,,
8476322,20172018,Chase Balisy,C,24,"5' 11""",179,78:32:00,0,0,0,6,8,4,0,0,0:00,66:22:00,0,36.66,0,0,0,0,0,12:10,2,-2,0,123,9:49,8:17,1:31,0:00,,,,,,,,,,,,,,,,,,,,
8476389,20172018,Vincent Trocheck,C,23,"5' 11""",184,1751:52:00,44,31,54,287,82,145,13,27,285:13:00,1318:31:00,54,54.09,10.8,5,0,3,4,148:08:00,55,-9,75,2168,21:21,16:04,1:48,3:28,,,,,,,,,,,,,,,,,,,,
8476456,20172018,Jonathan Huberdeau,C,23,"6' 1""",200,1574:55:00,42,27,32,204,82,41,7,19,278:02:00,1288:45:00,32,47.72,13.24,4,0,0,0,8:08,42,-2,69,1912,19:12,15:42,0:05,3:23,,,,,,,,,,,,,,,,,,,,
8476875,20172018,Mike Matheson,D,22,"6' 2""",193,1728:19:00,17,10,61,167,81,53,1,4,90:11:00,1492:59:00,61,0,5.99,2,1,0,1,145:09:00,137,-1,27,2182,21:20,18:25,1:47,1:06,,,,,,,,,,,,,,,,,,,,
8477346,20172018,MacKenzie Weegar,D,23,"6' 0""",206,874:20:00,6,2,32,58,60,108,0,0,22:57,842:55:00,32,0,3.45,0,0,0,0,8:28,69,5,8,1153,14:34,14:02,0:08,0:22,,,,,,,,,,,,,,,,,,,,
8477452,20172018,Ian McCoshen,D,21,"6' 3""",218,572:53:00,1,3,25,26,38,71,0,0,0:45,530:25:00,25,0,11.54,1,0,0,0,41:43:00,43,-10,4,764,15:04,13:57,1:05,0:01,,,,,,,,,,,,,,,,,,,,
8477493,20172018,Aleksander Barkov,C,21,"6' 3""",215,1743:32:00,51,27,14,256,79,30,5,17,267:10:00,1337:52:00,14,53.5,10.55,3,0,5,5,138:30:00,67,9,78,2155,22:04,16:56,1:45,3:22,,,,,,,,,,,,,,,,,,,,
8477583,20172018,Curtis Valk,C,23,"5' 9""",170,3:25,0,0,0,0,1,1,0,0,0:00,3:25,0,0,0,0,0,0,0,0:00,0,0,0,6,3:25,3:25,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8477932,20172018,Aaron Ekblad,D,20,"6' 4""",215,1917:54:00,22,16,71,189,82,69,5,11,174:23:00,1559:42:00,71,0,8.47,4,1,0,0,183:49:00,121,9,38,2376,23:23,19:01,2:14,2:07,,,,,,,,,,,,,,,,,,,,
8477955,20172018,Jared McCann,LW,20,"6' 1""",191,901:21:00,19,9,30,143,68,43,1,1,44:50:00,818:59:00,30,38.54,6.29,4,1,0,1,37:32:00,32,11,28,1345,13:15,12:02,0:33,0:39,,,,,,,,,,,,,,,,,,,,
8478211,20172018,Dryden Hunt,LW,21,"6' 0""",193,116:11:00,1,0,2,12,11,22,0,0,0:50,115:15:00,2,25,0,0,0,0,0,0:06,4,-5,1,177,10:33,10:28,0:00,0:04,,,,,,,,,,,,,,,,,,,,
8478366,20172018,Frank Vatrano,RW,22,"5' 11""",197,444:24:00,3,7,34,72,41,51,0,0,28:57:00,415:27:00,34,52.63,9.72,0,0,0,0,0:00,15,3,10,650,10:50,10:07,0:00,0:42,,,,,,,,,,,,,,,,,,,,
8478843,20172018,Denis Malgin,C,20,"5' 9""",182,706:30:00,11,11,6,79,51,48,1,6,62:50:00,643:16:00,6,42.62,13.92,3,0,0,0,0:24,24,4,22,985,13:51,12:36,0:00,1:13,,,,,,,,,,,,,,,,,,,,
8479404,20172018,Henrik Borgstrom,C,19,"6' 3""",199,50:38:00,0,1,0,6,4,1,0,0,5:21,45:17:00,0,40.54,16.67,0,0,0,0,0:00,1,-1,1,72,12:39,11:19,0:00,1:20,,,,,,,,,,,,,,,,,,,,
8479553,20172018,Maxim Mamin,C,22,"6' 2""",206,273:32:00,1,3,7,28,26,51,0,0,2:19,271:13:00,7,0,10.71,1,0,0,0,0:00,9,2,4,398,10:31,10:25,0:00,0:05,,,,,,,,,,,,,,,,,,,,
8480015,20172018,Owen Tippett,RW,17,"6' 1""",207,77:49:00,0,1,0,17,7,3,0,0,12:04,65:22:00,0,0,5.88,0,0,0,0,0:23,4,-6,1,115,11:07,9:20,0:03,1:43,,,,,,,,,,,,,,,,,,,,
8480164,20172018,Henrik Haapala,LW,22,"5' 9""",165,68:30:00,1,0,0,3,5,5,0,0,8:59,59:31:00,0,0,0,0,0,0,0,0:00,3,0,1,98,13:42,11:54,0:00,1:47,,,,,,,,,,,,,,,,,,,,
8466141,20172018,Roberto Luongo,G,37,"6' 3""",215,1965:58:00,,,,,35,,,,,,,,,,,,,,,,,,56:10:00,,,,2,3,18,11,1062,141,35,886,36,950,157,0.929134,2.472066,33,1143,81,89.8089172,97.22222222,93.26315789,0
8473503,20172018,James Reimer,G,28,"6' 3""",205,2411:25:00,,,,,44,,,,,,,,,,,,,,,,,,54:48:00,,,,6,4,22,14,1253,213,25,1015,27,1110,236,0.9126,2.985797,42,1373,120,90.25423729,92.59259259,91.44144144,0
8474550,20172018,Antti Niemi,G,33,"6' 2""",209,1213:06:00,,,,,24,,,,,,,,,,,,,,,,,,50:32:00,,,,4,1,7,9,647,117,17,513,17,553,140,0.911268,3.115984,20,710,63,83.57142857,100,92.76672694,0
8474667,20172018,Harri Sateri,G,27,"6' 1""",205,492:36:00,,,,,9,,,,,,,,,,,,,,,,,,54:44:00,,,,0,0,4,4,247,36,9,202,11,219,41,0.911439,2.923264,7,271,24,87.80487805,81.81818182,92.23744292,0
8468001,20182019,Derek MacKenzie,C,36,"5' 11""",177,2:43,0,0,0,0,1,0,0,0,0:00,2:43,0,66.66,0,0,0,0,0,0:00,0,0,0,4,2:43,2:43,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8471426,20182019,Troy Brouwer,RW,32,"6' 3""",213,951:40:00,9,12,47,86,75,177,0,0,21:47,805:31:00,47,37.25,13.95,1,0,1,1,124:22:00,38,-6,21,1384,12:41,10:44,1:39,0:17,,,,,,,,,,,,,,,,,,,,
8471735,20182019,Keith Yandle,D,31,"6' 1""",192,1840:22:00,53,9,50,199,82,47,7,39,291:23:00,1518:09:00,50,0,4.52,2,0,0,0,30:50:00,76,-17,62,2304,22:26,18:30,0:22,3:33,,,,,,,,,,,,,,,,,,,,
8473465,20182019,Jamie McGinn,LW,29,"6' 1""",205,202:52:00,3,4,6,23,19,34,1,1,20:10,182:35:00,6,100,17.39,1,0,0,0,0:07,3,-5,7,292,10:40,9:36,0:00,1:03,,,,,,,,,,,,,,,,,,,,
8473544,20182019,Derick Brassard,C,30,"6' 1""",200,1049:40:00,9,14,39,110,70,102,2,5,111:20:00,932:13:00,39,48.12,12.73,0,0,0,0,6:07,15,-19,23,1406,14:59,13:19,0:05,1:35,,,,,,,,,,,,,,,,,,,,
8474098,20182019,Colton Sceviour,C,28,"6' 0""",190,725:25:00,10,5,15,116,59,89,0,1,2:53,603:16:00,15,35.45,4.31,0,0,0,0,119:16:00,58,-2,15,1055,12:17,10:13,2:01,0:02,,,,,,,,,,,,,,,,,,,,
8474149,20182019,Evgenii Dadonov,RW,28,"5' 11""",189,1506:26:00,42,28,8,195,82,33,8,17,275:09:00,1230:31:00,8,40,14.36,4,0,0,0,0:46,42,-6,70,1834,18:22,15:00,0:00,3:21,,,,,,,,,,,,,,,,,,,,
8474230,20182019,Micheal Haley,LW,31,"5' 11""",213,347:55:00,4,2,75,34,43,76,0,0,1:45,345:39:00,75,43.33,5.88,0,0,0,0,0:31,16,-2,6,536,8:05,8:02,0:00,0:02,,,,,,,,,,,,,,,,,,,,
8474884,20182019,Mike Hoffman,LW,28,"6' 0""",190,1462:42:00,34,36,30,253,82,42,17,35,282:02:00,1179:28:00,30,34.21,14.23,6,3,0,0,1:12,26,-24,70,1740,17:50,14:23,0:00,3:26,,,,,,,,,,,,,,,,,,,,
8475227,20182019,Chris Wideman,D,28,"5' 10""",181,326:26:00,5,2,18,27,25,35,0,1,53:38:00,272:25:00,18,0,7.41,1,0,0,0,0:23,26,-12,7,470,13:03,10:53,0:00,2:08,,,,,,,,,,,,,,,,,,,,
8475755,20182019,Alexander Petrovic,D,25,"6' 4""",220,578:25:00,2,0,26,47,35,116,0,0,5:36,527:41:00,26,0,0,0,0,0,0,45:08:00,53,-15,2,785,16:31,15:04,1:17,0:09,,,,,,,,,,,,,,,,,,,,
8475760,20182019,Nick Bjugstad,C,25,"6' 6""",209,967:37:00,12,14,30,154,64,126,2,6,95:49:00,870:09:00,30,49.43,9.09,2,0,0,0,1:39,27,6,26,1340,15:07,13:35,0:01,1:29,,,,,,,,,,,,,,,,,,,,
